ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
Digital Way ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-18
Monanex ICO,,N/A,N/A,N/A,N/A,N/A,N/A,1700000000,100000000 USD,100%,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.0,5.4,-,N/A,2018-05-14
Bottr,,N/A,N/A,N/A,N/A,N/A,N/A,700000000,600000000 USD,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-30
Bitcoin Origin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-30
Mit-Ra,MTA,Ethereum,ERC20,United Arab Emirates,4000000 USD,N/A,3675000 USD,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,2.0,9,2.0,2.0,2.5,7.9,-,2.5,2018-08-01
Network Units,NU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.6,7.7,4.0,N/A,2018-06-08
Shanghai Cooperation Organisation Coin,SCO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-05
Milkbox,MILK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-15
Network Units,NU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.6,7.7,4.0,N/A,2018-06-08
Amon,AMN,N/A,N/A,N/A,25000000 USD,3000000 USD,1332600 USD,2500000000,300000000 USD,72%,HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,4.5,N/A,3.9,4.2,-,-,-,4.1,"Apr, 2018"
Chamapesa,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-10-01
Cibus,,Ethereum,ERC20,New Zealand,"40,000,000","5,000,000",5000000 USD,4000000000,"5 000 000.00 CBT",N/A,VERY HIGH,HIGH,HIGH,-,-,9,Benchy,4.3,1,4.5,4.3,3.7,7.0,4.1,3.7,2018-03-28
Dubailancers Token,DXBC,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.6,6.9,3.3,2.6,2018-06-01
GISC LoanCoin Network TGE,GIS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.9,-,N/A,"Apr, 2018"
Inbot Intoken,INTOKEN,N/A,N/A,N/A,"38,000,000 EUR","3,000,000 EUR",,N/A,4650000000 USD,N/A,-,-,-,-,-,N/A,Benchy,4.0,N/A,3.0,3.8,3.2,8.8,-,3.2,2018-08-21
Lumenus,XLS,Stellar,Stellar,Indonesia,"14,000,000 XLM","1,150,000 XLM",,25000000,600000000 USD,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,N/A,10,N/A,N/A,2.6,7.2,-,2.6,2018-05-31
Shanghai Cooperation Organisation Coin,SCO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-05
Milkbox,MILK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-15
The Rouge Project,RGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-08
Spheroid Universe,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7,"Oct, 2018"
Cher Ecocity,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-01
BMF,BMF,Ethereum,ERC20,Bosnia and Herzegovina,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,8,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
The Rouge Project,RGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-08
COPYTRACK,CPY,N/A,N/A,N/A,N/A,N/A,17470740 USD,N/A,"12 000.00",30%,VERY HIGH,-,-,-,-,N/A,Benchy,4.1,N/A,4.2,4.3,-,-,-,3.4,2018-02-10
Spheroid Universe,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7,"Oct, 2018"
Kryll.io,KRL,N/A,N/A,N/A,29000000 USD,N/A,2200000 USD,800000000,800000000 USD,47%,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.4,N/A,2.0,1.6,-,-,-,3.0,2018-04-20
Cher Ecocity,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-01
Golden Currency,IGCT,N/A,N/A,N/A,N/A,40000 USD,N/A,N/A,25000000000 USD,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,4.4,N/A,4.2,5.0,4.0,8.3,-,4.0,2018-10-15
FrYA,FRYA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-20
Quarteria,XQT,N/A,N/A,Switzerland,N/A,N/A,N/A,50000000,800000000 USD,N/A,VERY LOW,-,-,-,-,9,Benchy,N/A,10,N/A,N/A,-,-,-,2.8,"Jun, 2018"
Loyela,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Crypto Open Search,COS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-03
PixelAlpha ICO,PXA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
WorldCloud,WRLD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Live Video Xchange (LVX),LVX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-27
BMF,BMF,Ethereum,ERC20,Bosnia and Herzegovina,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,8,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
The Rouge Project,RGE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-07-08
Spheroid Universe,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7,"Oct, 2018"
Cher Ecocity,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-06-01
FrYA,FRYA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-20
PixelAlpha ICO,PXA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
WorldCloud,WRLD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-30
Live Video Xchange (LVX),LVX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-08-27
BMF,BMF,Ethereum,ERC20,Bosnia and Herzegovina,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,8,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A,2018-08-31
REPORTER / News Token,NEWS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,800000000 USD,3%,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.6,7.4,4.0,N/A,2018-05-31
CryptF,CPTF,Ethereum,ERC20,N/A,N/A,N/A,N/A,15000000,50000000 USD,55%,VERY HIGH,VERY LOW,VERY LOW,-,-,4,N/A,N/A,10,N/A,N/A,3.0,6.5,-,N/A,2018-03-14
UFAN8,UFAN8,Ethereum,ERC-20,N/A,N/A,N/A,N/A,1000000000,100000000 USD,3%,HIGH,-,-,-,-,1,N/A,N/A,10,N/A,N/A,N/A,5.1,-,N/A,2018-05-19
Assendelft,(WALUT) W156648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.3,4.5,-,N/A,2018-04-30
Trial Token,TRIAL TOKEN,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,100%,VERY LOW,MEDIUM,MEDIUM,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.8,5.4,2.4,2.8,2018-04-12
AOG,,Ethereum,ERC-20,India,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,4,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2018-07-27
WankCoin,WKC,Ethereum,ERC-20,Seychelles,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,-,9,N/A,N/A,1,N/A,N/A,3.7,7.0,-,N/A,2018-08-07
AIDA Service,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,MEDIUM,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,9.1,4.0,N/A,2018-05-25
CoinHealth,CH,Waves,ERC20,USA,"305,000,000","6,000,000",7000000 USD,N/A,N/A,N/A,-,-,-,-,-,9,Benchy,4.2,10,3.9,4.1,3.5,8.6,3.4,3.5,2018-04-21
Chainium Token Sale,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3700000000 USD,9%,VERY LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-01-12
The Fabric Token Ecosystem,FT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900000000 USD,52%,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-04-01
JWC Blockchain Ventures,JWC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.4,9.0,3.7,N/A,2018-03-10
BiNeuro,,Ethereum,ERC20,UK,47000 ETH,N/A,N/A,2200000000,2200000000 USD,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,6,Benchy,3.4,10,3.8,4.1,3.8,8.1,-,3.8,2018-12-31
Museums Chain,MSM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-20
The Fabric Token Ecosystem,FT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900000000 USD,52%,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-04-01
BiNeuro,,Ethereum,ERC20,UK,47000 ETH,N/A,N/A,2200000000,2200000000 USD,N/A,VERY HIGH,VERY LOW,VERY LOW,-,-,6,Benchy,3.4,10,3.8,4.1,3.8,8.1,-,3.8,2018-12-31
Museums Chain,MSM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-09-20
STK,STK,N/A,N/A,N/A,321430 ETH,3600 ETH,17000000 USD,N/A,1700000000 USD,100%,VERY HIGH,HIGH,HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,4.0,-,-,-,2.6,2018-02-13
Patriot Project Mall ICO,PPMT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.8,3.0,1.9,N/A,2018-02-28
Bank4YOU Group,BFY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000000000 USD,15%,MEDIUM,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,7.9,4.2,N/A,2018-01-31
MonsterBit ICO,MB,N/A,N/A,N/A,N/A,N/A,N/A,10000000,200000000 USD,150%,MEDIUM,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,7.5,2.8,N/A,2018-07-30
Root Blockchain,RBC,N/A,N/A,N/A,30000000 USD,1000000 USD,1000000 USD,N/A,N/A,N/A,MEDIUM,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,3.8,N/A,4.3,4.7,4.2,9.0,-,4.2,2018-05-31
STAY,STAY,Ethereum,ERC20,Indonesia,"30,000,000","2,000,000",,N/A,N/A,N/A,-,LOW,LOW,-,-,6,Benchy,4.0,10,4.0,5.0,3.6,7.4,-,3.6,"Jul, 2018"
Chozun,,Ethereum,ERC20,Australia,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,8,Benchy,N/A,8,N/A,N/A,2.8,7.5,-,2.8,2018-08-01
Sphere Social,SAT,N/A,N/A,N/A,40000000 USD,1500000 USD,15000000 USD,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,-,-,N/A,Benchy,3.0,N/A,4.0,1.0,-,-,-,3.1,2018-04-09
AdultCam,ACI,Ethereum,ERC20,Czechia,20000 ETH,N/A,,N/A,2000000 ETH,N/A,-,VERY LOW,VERY LOW,-,-,1,Benchy,3.0,10,2.0,2.0,2.3,5.5,-,2.3,2018-05-05
QWASDER,QWS,Ethereum,ERC20,Switzerland,"200,000,000","840,000",5000000 USD,N/A,N/A,N/A,-,-,-,-,-,10,Benchy,N/A,10,N/A,N/A,3.0,9.0,3.8,3.0,2018-04-21
Pointium,,Ethereum,ERC20,Switzerland,"56,000,000","5,000,000",1987132 USD,N/A,N/A,100%,LOW,HIGH,HIGH,-,-,8,Benchy,N/A,1,N/A,N/A,2.9,6.6,-,2.9,2018-05-29
RepuX ICO,REPUX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-03-09
Find.Exchange (FEX),FEX,N/A,N/A,N/A,N/A,N/A,N/A,3300000000,3300000000 USD,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,8.6,-,N/A,2018-06-30
Bytemine,BYTM,Ethereum,ERC20,Cayman Island,"110,000,000 EUR","3,000,000 EUR",,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,N/A,9,N/A,N/A,2.9,7.2,-,2.9,2018-08-22
BETEX,BETEX,Ethereum,ERC20,Hong Kong,9000000 USD,1000000 USD,10233480 USD,N/A,900000000 USD,N/A,HIGH,LOW,LOW,-,-,7,Benchy,4.3,10,4.3,4.6,-,-,-,3.8,2018-03-31
Nkor ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-04-02
Stealthcrypto,QMN,Ethereum,"200,000,000 QMN (50%)",Gibraltar,100000000 USD,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,10,Benchy,N/A,8,N/A,N/A,2.6,8.4,-,2.6,2018-05-21
Blue Whale,BWX,N/A,N/A,N/A,22500000 USD,15000000 USD,22700000 USD,370000000,370000000 USD,631%,VERY LOW,MEDIUM,MEDIUM,-,-,N/A,Benchy,4.0,N/A,3.3,3.0,-,-,-,3.5,2018-05-24
Caerus Connections,CAER,N/A,N/A,N/A,25000 ETH,5000 ETH,,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,3.0,2.6,5.8,-,2.6,2018-06-30
World Peace Coin,WPC,N/A,N/A,N/A,N/A,N/A,4204490 USD,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,-,-,N/A,Benchy,3.2,N/A,3.2,3.8,3.4,5.2,2.4,3.4,2018-05-23
BETEX,BETEX,Ethereum,ERC20,Hong Kong,9000000 USD,1000000 USD,10233480 USD,N/A,900000000 USD,N/A,HIGH,LOW,LOW,-,-,7,Benchy,4.3,10,4.3,4.6,-,-,-,3.8,2018-03-31
TrustedHealth,TDH,Ethereum,ERC20,UK,7500 ETH,1000 ETH,1250000 USD,N/A,N/A,100%,LOW,-,-,-,-,9,Benchy,4.4,7,3.9,4.2,-,-,-,3.4,2018-05-01
ufoodo,UFT,Ethereum,ERC20,Germany,50000 ETH,3000 ETH,N/A,N/A,500000 ETH,N/A,VERY HIGH,LOW,LOW,-,-,6,Benchy,1.0,8,2.0,2.0,3.2,6.8,3.5,3.2,2018-12-31
Monetizr,MTZ,Ethereum,ERC20,United States,N/A,N/A,N/A,500000000,100000000 USD,42%,-,LOW,LOW,-,-,7,N/A,N/A,10,N/A,N/A,3.8,7.1,3.0,N/A,2018-08-25
Stealthcrypto,QMN,Ethereum,"200,000,000 QMN (50%)",Gibraltar,100000000 USD,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,10,Benchy,N/A,8,N/A,N/A,2.6,8.4,-,2.6,2018-05-21
Karuna Network,KARUNA,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.9,5.5,-,2.9,2018-05-05
Cryptolux,CLX,Ethereum,ERC-20,UK,N/A,N/A,N/A,N/A,N/A,N/A,LOW,MEDIUM,MEDIUM,-,-,10,Benchy,N/A,1,N/A,N/A,-,-,-,2.2,2018-04-15
Caerus Connections,CAER,N/A,N/A,N/A,25000 ETH,5000 ETH,,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,3.0,2.6,5.8,-,2.6,2018-06-30
WYS TOKEN,WYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1200000 ETH,24%,LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-28
Taylor ICO,TAY,N/A,N/A,N/A,N/A,N/A,N/A,644600,50000 ETH,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,9.8,4.0,N/A,2018-03-20
CLIMATECOIN,CO2,Ethereum,ERC20,USA,N/A,N/A,,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,7,Benchy,4.7,10,3.3,4.0,3.6,7.4,3.4,3.6,2018-01-01
WYS TOKEN,WYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1200000 ETH,24%,LOW,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2018-02-28
Taylor ICO,TAY,N/A,N/A,N/A,N/A,N/A,N/A,644600,50000 ETH,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,9.8,4.0,N/A,2018-03-20
Moonlite (PreICO),MNL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500000000 USD,17%,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,6.9,4.1,N/A,2018-03-15
Smoke,SMOKE,Bitshares,"122,282,995 SMOKE (50%)",Belize,1900000 USD,N/A,250000 USD,1000000000,100000000 USD,35%,VERY HIGH,HIGH,HIGH,-,-,8,Benchy,2.7,10,2.6,2.3,2.8,8.3,3.1,2.8,2018-05-25
One Game,OGT,N/A,N/A,N/A,15000000 USD,4000000 USD,,N/A,1500000000 USD,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,3.8,N/A,3.4,3.8,3.7,9.0,2.2,3.7,"Aug, 2018"
VectorZilla ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,6.3,3.8,N/A,2018-06-30
Cellrlab,CORC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-01
Gasfiles,,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,1000000000 USD,2%,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Mar, 2018"
TrustVerse,TVS,Ethereum,ERC20,Singapore,35000000 USD,N/A,,N/A,N/A,N/A,-,LOW,LOW,-,-,7,Benchy,3.7,5,2.7,3.1,-,-,-,3.2,2018-11-14
Game Machine ICO,GMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300000 ETH,34%,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,8.5,3.9,N/A,2018-01-31
VectorZilla ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,6.3,3.8,N/A,2018-06-30
Cellrlab,CORC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-05-01
Gasfiles,,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,1000000000 USD,2%,VERY HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,"Mar, 2018"
CoinOil,COIL,Ethereum,ERC20,USA,3500000 USD,120000000 USD,,N/A,N/A,N/A,-,-,-,-,-,6,Benchy,N/A,1,N/A,N/A,2.3,4.6,-,2.3,2018-06-10
Fenix Trade,FNX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2018-07-23
TrustVerse,TVS,Ethereum,ERC20,Singapore,35000000 USD,N/A,,N/A,N/A,N/A,-,LOW,LOW,-,-,7,Benchy,3.7,5,2.7,3.1,-,-,-,3.2,2018-11-14
Lendroid,LST,N/A,N/A,N/A,5000 ETH,N/A,4045650500000000000 ETH,20000000,400000 ETH,7%,VERY HIGH,HIGH,HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4,2018-02-26
Ethearnal ICO,,N/A,N/A,N/A,N/A,N/A,N/A,1500000000,10000 USD,0%,LOW,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7.0,3.7,N/A,"Mar, 2018"
OLXA,OLXA,N/A,N/A,N/A,3000000 USD,1000000 USD,141200 USD,N/A,N/A,100%,HIGH,HIGH,HIGH,-,-,N/A,Benchy,2.0,N/A,2.0,2.5,2.5,8.9,2.4,2.5,2018-03-31
VR MED,VRMD,N/A,N/A,N/A,5000000 USD,1000000 USD,,500000000,100000000 USD,N/A,MEDIUM,VERY LOW,VERY LOW,-,-,N/A,Benchy,5.0,N/A,4.0,5.0,3.2,7.9,-,3.2,2018-07-05
ONSTELLAR,ONST,Ethereum,ERC20,Cayman Islands,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,8,Benchy,N/A,10,N/A,N/A,2.7,7.7,-,2.7,2018-06-07
Sovrin,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,8,Benchy,4.5,10,4.0,5.0,1.7,5.8,-,1.7,2018-08-31
Adbank,ADB,N/A,N/A,N/A,10000 ETH,N/A,15000000 USD,5000000,2145000000 ETH,N/A,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,2.7,N/A,2.6,3.0,-,-,-,3.3,2018-01-21
Lendroid,LST,N/A,N/A,N/A,5000 ETH,N/A,4045650500000000000 ETH,20000000,400000 ETH,7%,VERY HIGH,HIGH,HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4,2018-02-26
Votem,VAST,Ethereum,ERC20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,-,7,N/A,N/A,10,N/A,N/A,2.2,6.0,3.3,N/A,2018-03-27
ONSTELLAR,ONST,Ethereum,ERC20,Cayman Islands,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,8,Benchy,N/A,10,N/A,N/A,2.7,7.7,-,2.7,2018-06-07
Decentralend,DLD,Ethereum,ERC20,UAE,N/A,N/A,N/A,360000000,100000000 USD,N/A,-,VERY LOW,VERY LOW,-,-,5,N/A,N/A,1,N/A,N/A,2.1,4.2,-,N/A,2018-04-30
CrowdPrecision,,Ethereum,ERC20,Singapore,30000 ETH,7500 ETH,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,-,-,5,Benchy,5.0,10,2.0,4.0,3.4,7.7,-,3.4,"Aug, 2018"
