ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
botchain,,Ethereum,ERC20,USA,40000000 USD,15000000 USD,N/A,-,LOW,LOW,-,MEDIUM,7,Benchy,4.3,10,3.8,3.9,3.9,7.2,-,3.9
iOlite ICO,ILT,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,MEDIUM,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.1,7.9,2.9,N/A
Effect.AI,EFX,N/A,N/A,N/A,"14,820,000 EUR","4,280,000 EUR",13602384 USD,MEDIUM,VERY HIGH,VERY HIGH,MEDIUM,HIGH,N/A,Benchy,3.2,N/A,3.2,3.5,-,-,-,3.5
LigoLedger,LIGO,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Crypton VC (CRN),CRN,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.1,-,N/A
BIDIUM (PreICO),BIDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,4.1,8.6,-,N/A
SupPorter (PreICO),,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.7,-,N/A
AllSpark,ASK,Ethereum,ERC20,Singapore,40000 ETH,28000 ETH,N/A,-,-,-,VERY LOW,VERY LOW,6,Benchy,N/A,3,N/A,N/A,2.8,6.0,-,2.8
Teambrella,BRELLA,Ethereum,ERC20,Estonia,10000 ETH,2000 ETH,N/A,-,LOW,LOW,-,-,8,Benchy,3.5,10,4.0,4.3,3.9,8.1,-,3.9
Apollo Septem,APO,N/A,N/A,N/A,30000 ETH,3000 ETH,Unknown,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,3.5,6.9,0.8,3.5
ioeX,IOEX,Ethereum,ERC20,N/A,N/A,N/A,27200000 USD,-,MEDIUM,MEDIUM,-,MEDIUM,9,Benchy,N/A,7,N/A,N/A,3.5,7.0,-,3.5
Pindex,PDI,Ethereum,ERC-20,Luxembourg,314800000 USD,N/A,2000000 USD,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,N/A,10,N/A,N/A,3.6,7.9,3.9,3.2
Zenome,ZNA,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Jury.Online,JOT,N/A,N/A,N/A,6000000 USD,3000000 USD,3927409 USD,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,3.9,N/A,4.0,4.5,-,-,-,4.1
Pocketinns,PINNS,Ethereum,ERC20,USA,46000000 USD,N/A,Unknown,-,-,-,-,VERY LOW,6,Benchy,3.9,10,3.6,3.8,3.7,7.7,4.0,3.7
Matchroom ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.1,8.6,-,N/A
Apollo Septem,APO,N/A,N/A,N/A,30000 ETH,3000 ETH,Unknown,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,3.5,6.9,0.8,3.5
ShoCoin,SHOCOIN,N/A,N/A,N/A,20000000 USD,10000000 USD,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,N/A,-,2.3
AQUA,AQX,N/A,N/A,N/A,30000000 USD,5000000 USD,Unknown,VERY HIGH,-,-,VERY HIGH,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7
UPFINEX,UPX,Ethereum,ERC20,N/A,3990000 USD,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,6,Benchy,N/A,10,N/A,N/A,2.6,6.4,-,2.6
ioeX,IOEX,Ethereum,ERC20,N/A,N/A,N/A,27200000 USD,-,MEDIUM,MEDIUM,-,MEDIUM,9,Benchy,N/A,7,N/A,N/A,3.5,7.0,-,3.5
GastroAdvisor（FORK）,FORK,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Electrominer,ELM,Ethereum,ERC20,USA,50000000 USD,5000000 USD,N/A,LOW,VERY LOW,VERY LOW,LOW,VERY LOW,6,Benchy,3.5,10,2.5,3.5,3.3,7.9,-,3.3
Zerium,ZRM,Ethereum,N/A,USA,"10,000,000 CHF","1,000,000 CHF",N/A,-,-,-,VERY LOW,-,1,Benchy,N/A,10,N/A,N/A,2.1,4.4,-,2.1
Dogezer,DGZ,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.2,4.4,N/A
Coinseed ICO,CSD,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,8.6,4.0,N/A
MARK.SPACE,MRK,N/A,N/A,N/A,300000 ETH,15000 ETH,10650000 USD,HIGH,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,4.3,N/A,3.9,4.1,-,-,-,3.9
VenusEnergy ICO,VENUS,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,MEDIUM,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.6,-,N/A
redBUX,REDBUX,Ethereum,ERC20,Germany,"200,000,000 EUR",N/A,Unknown,LOW,-,-,LOW,LOW,8,Benchy,2.4,1,2.8,2.0,2.9,6.1,-,2.9
Peur Marketplace,PURC,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.3,-,N/A
AISI Coin,AISI,N/A,N/A,N/A,13700000 USD,N/A,5000000 USD,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,4.0,8.4,-,4.0
BrainerZ,BRNZ,Ethereum,ERC20,Gibraltar,12000000 USD,500000 USD,Unknown,-,-,-,VERY LOW,-,9,Benchy,3.0,9,3.4,3.4,3.1,8.9,-,3.1
Trimpo,TRIMPO,N/A,N/A,N/A,30000 ETH,5000 ETH,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,4.3,N/A,4.8,4.6,4.4,8.1,-,4.4
IceBreakerAR,IBAR,Ethereum,ERC20,Canada,17900000 USD,3000000 USD,Unknown,MEDIUM,-,-,MEDIUM,VERY LOW,6,Benchy,4.0,10,4.0,3.0,3.9,8.1,-,3.9
Memority,,Ethereum,ERC20,Estonia,85500000 USD,5000000 USD,4816000 USD,VERY LOW,LOW,LOW,VERY LOW,LOW,10,Benchy,2.0,10,3.0,4.0,3.7,9.3,-,3.7
Denarii Cash,,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,MEDIUM,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
MILC,MILC,Ethereum,ERC20,Germany,"40,000,000",N/A,Unknown,MEDIUM,-,-,VERY HIGH,LOW,9,Benchy,3.6,8,2.8,3.8,3.4,7.9,-,3.4
Norton Token/Nortonchain Project,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,VERY LOW,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
AsicVault,AVF,Own,Own,Singapore,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,4,N/A,N/A,10,N/A,N/A,3.5,6.5,-,N/A
Dogezer,DGZ,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.2,4.4,N/A
Creditcoin (CCOIN),CCOIN,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,4.3,8.6,4.1,N/A
MARK.SPACE,MRK,N/A,N/A,N/A,300000 ETH,15000 ETH,10650000 USD,HIGH,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,4.3,N/A,3.9,4.1,-,-,-,3.9
VenusEnergy ICO,VENUS,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,MEDIUM,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.6,-,N/A
redBUX,REDBUX,Ethereum,ERC20,Germany,"200,000,000 EUR",N/A,Unknown,LOW,-,-,LOW,LOW,8,Benchy,2.4,1,2.8,2.0,2.9,6.1,-,2.9
AISI Coin,AISI,N/A,N/A,N/A,13700000 USD,N/A,5000000 USD,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,4.0,8.4,-,4.0
BrainerZ,BRNZ,Ethereum,ERC20,Gibraltar,12000000 USD,500000 USD,Unknown,-,-,-,VERY LOW,-,9,Benchy,3.0,9,3.4,3.4,3.1,8.9,-,3.1
IceBreakerAR,IBAR,Ethereum,ERC20,Canada,17900000 USD,3000000 USD,Unknown,MEDIUM,-,-,MEDIUM,VERY LOW,6,Benchy,4.0,10,4.0,3.0,3.9,8.1,-,3.9
Memority,,Ethereum,ERC20,Estonia,85500000 USD,5000000 USD,4816000 USD,VERY LOW,LOW,LOW,VERY LOW,LOW,10,Benchy,2.0,10,3.0,4.0,3.7,9.3,-,3.7
Denarii Cash,,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,MEDIUM,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Norton Token/Nortonchain Project,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,VERY LOW,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
The Sun Exchange,SUNEX,N/A,N/A,N/A,160000000 USD,5400000 USD,1068205 USD,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,5.0,N/A,5.0,5.0,4.0,7.3,-,4.0
flyCARE,FCC,Ethereum,ERC20,Belgium,N/A,"1,000,000 EUR",Unknown,-,VERY LOW,VERY LOW,-,LOW,7,Benchy,N/A,1,N/A,N/A,2.9,5.8,-,2.9
Infinitus,INF,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Excalibur OS,,N/A,N/A,N/A,45000 ETH,5000 ETH,Unknown,-,-,-,-,-,N/A,Benchy,4.0,N/A,4.3,4.3,4.1,6.4,-,4.1
TopiaCoin,TOPIA,N/A,N/A,USA,N/A,N/A,N/A,-,-,-,-,VERY LOW,5,N/A,N/A,1,N/A,N/A,3.0,4.2,3.4,N/A
Knowledge,KNW,Ethereum,ERC20,USA,19000000 USD,N/A,5000000 USD,VERY HIGH,VERY LOW,VERY LOW,VERY HIGH,LOW,6,Benchy,4.3,9,4.1,4.7,3.9,7.0,4.0,3.9
EMMARES,EMA,Ethereum,ERC20,Hong Kong,35000 ETH,2000 ETH,2365000 USD,LOW,MEDIUM,MEDIUM,LOW,LOW,8,Benchy,4.0,10,3.1,3.7,3.7,9.3,4.3,3.7
IPStock ICO,IPS,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.6,7.6,2.7,N/A
Octaneum ICO,8AN,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.0,-,N/A
Block Collider,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY HIGH,VERY LOW,N/A,Benchy,5.0,N/A,5.0,5.0,2.7,5.8,-,2.7
ACUTECOIN,XAC,Litecoin,Litecoin,United Kingdom,N/A,N/A,Unknown,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,-,10,Benchy,1.0,10,1.0,1.0,3.0,9.3,-,3.0
Advanced Miners,ACM,N/A,N/A,N/A,32000000 USD,N/A,Unknown,VERY HIGH,-,-,VERY HIGH,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.2,-,2.7
REOS,REOS,Ethereum,ERC20,Singapore,45000 ETH,5000 ETH,Unknown,VERY HIGH,HIGH,HIGH,VERY HIGH,LOW,8,Benchy,N/A,10,N/A,N/A,3.0,8.6,-,3.0
flyCARE,FCC,Ethereum,ERC20,Belgium,N/A,"1,000,000 EUR",Unknown,-,VERY LOW,VERY LOW,-,LOW,7,Benchy,N/A,1,N/A,N/A,2.9,5.8,-,2.9
Infinitus,INF,N/A,N/A,N/A,N/A,N/A,N/A,LOW,-,-,LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Cremit,CRMT,Ethereum,ERC20,Poland,8500000 USD,90000000 USD,27000000 USD,-,-,-,-,-,9,Benchy,3.8,10,3.2,3.8,3.6,8.4,-,3.6
Start Waves,SWC,N/A,N/A,N/A,5000000 USD,1500000 USD,50000 USD,VERY HIGH,LOW,LOW,VERY HIGH,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.9,-,2.7
Excalibur OS,,N/A,N/A,N/A,45000 ETH,5000 ETH,Unknown,-,-,-,-,-,N/A,Benchy,4.0,N/A,4.3,4.3,4.1,6.4,-,4.1
Swapy Network,SWAPY,N/A,N/A,N/A,30000000 USD,5000000 USD,Unknown,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,N/A,Benchy,3.9,N/A,3.4,3.6,3.5,8.9,4.4,3.5
Sentinel Chain,SENC,N/A,N/A,N/A,14400000 USD,6400000 USD,14400000 USD,-,MEDIUM,MEDIUM,VERY HIGH,LOW,N/A,Benchy,4.4,N/A,4.6,5.0,-,-,-,4.0
BloomX ICO,BX8,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,6.2,-,N/A
Bet On Chart,CHART,N/A,N/A,N/A,50000 ETH,5000 ETH,Unknown,LOW,HIGH,HIGH,LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,8.4,-,2.7
AGROLOT,AGLT,N/A,N/A,N/A,20000000 USD,N/A,Unknown,-,LOW,LOW,LOW,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.0
CloudMoolah,MOO,Ethereum,ERC20,Singapore,30000000 USD,10000000 USD,15000000 USD,-,-,-,-,LOW,8,Benchy,3.0,10,2.0,4.0,-,-,-,3.0
Iryo,,N/A,N/A,Slovenia,26000000 USD,8000000 USD,N/A,-,LOW,LOW,-,-,8,Benchy,3.7,10,3.3,4.2,3.7,7.2,-,3.7
Decibels,,Ethereum,ERC20,USA,22550 ETH,5000 ETH,Unknown,VERY HIGH,-,-,LOW,-,9,Benchy,2.8,10,2.8,2.8,2.3,8.4,2.4,2.3
HEdpAY,HDP.ф,Ethereum,ERC20,UK,200000 ETH,25000 ETH,440000 USD,-,HIGH,HIGH,-,HIGH,8,Benchy,N/A,7,N/A,N/A,-,-,-,2.7
DINNGO,DGO,Ethereum,ERC20,Singapore,40000 ETH,4000 ETH,N/A,-,LOW,LOW,-,-,7,Benchy,3.0,10,2.0,2.0,3.2,8.3,-,3.2
TravelChain,TT,Separate blockchain,"Available for sale:693,000,000 TT (33%)",Russia,10000000 USD,N/A,1321653 USD,LOW,-,-,-,-,7,Benchy,4.0,10,3.3,3.8,3.6,7.9,4.0,3.6
Lucyd,LCD,Ethereum,ERC20,Singapore,10000000 USD,1500000 USD,6100000 USD,VERY HIGH,-,-,-,LOW,10,Benchy,3.8,10,3.6,3.6,-,-,-,3.5
concertVR,CVT,Ethereum,ERC20,Germany,33000 ETH,2500000 USD,2621145 USD,-,VERY HIGH,VERY HIGH,-,MEDIUM,10,Benchy,4.5,10,4.5,4.5,-,-,-,4.1
Iryo,,N/A,N/A,Slovenia,26000000 USD,8000000 USD,N/A,-,LOW,LOW,-,-,8,Benchy,3.7,10,3.3,4.2,3.7,7.2,-,3.7
Decibels,,Ethereum,ERC20,USA,22550 ETH,5000 ETH,Unknown,VERY HIGH,-,-,LOW,-,9,Benchy,2.8,10,2.8,2.8,2.3,8.4,2.4,2.3
GOeureka,,Ethereum,ERC20,Singapore,60000000 USD,4000000 USD,Unknown,-,LOW,LOW,HIGH,LOW,9,Benchy,3.7,10,3.9,3.8,-,-,-,3.8
WBBC - World Bit Bank,,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,8.4,-,N/A
PreVUE,SDA,Ethereum,ERC20,USA,N/A,N/A,N/A,-,-,-,-,-,10,Benchy,N/A,7,N/A,N/A,2.9,7.8,-,2.9
Sagittae,STAE,Ethereum,ERC20,N/A,1200000 USD,700000 USD,N/A,-,-,-,-,VERY LOW,1,Benchy,N/A,10,N/A,N/A,2.7,5.6,-,2.7
KitToken,KIT,Ethereum,ERC20,Malaysia,175000000 USD,5000000 USD,117447182 USD,-,-,-,VERY LOW,-,9,Benchy,N/A,10,N/A,N/A,-,-,-,2.4
DINNGO,DGO,Ethereum,ERC20,Singapore,40000 ETH,4000 ETH,N/A,-,LOW,LOW,-,-,7,Benchy,3.0,10,2.0,2.0,3.2,8.3,-,3.2
AMLT by Coinfirm,,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
BABB,BAX,N/A,N/A,N/A,N/A,N/A,20000000 USD,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.2,N/A,4.2,4.4,-,-,-,3.7
Algory Project,ALG,N/A,N/A,N/A,60000 ETH,N/A,997703 USD,HIGH,LOW,LOW,-,VERY LOW,N/A,Benchy,3.7,N/A,3.3,3.9,3.4,8.1,4.1,3.5
BABB,BAX,N/A,N/A,N/A,N/A,N/A,20000000 USD,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.2,N/A,4.2,4.4,-,-,-,3.7
Synthestech,,Ethereum,"Available for sale:14,250,000 STT (79%)",Switzerland,14000000 USD,1000000 USD,737260 USD,HIGH,LOW,LOW,HIGH,LOW,9,Benchy,N/A,1,N/A,N/A,2.4,6.8,3.3,3.0
Sp8de,SPX,N/A,N/A,N/A,31000 ETH,4000 ETH,6316424 USD,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,-,N/A,Benchy,3.0,N/A,4.0,4.2,-,-,-,3.7
AKAIITO,AIC,Ethereum,ERC20,Estonia,25000 ETH,1250 ETH,900000 USD,MEDIUM,HIGH,HIGH,MEDIUM,LOW,10,Benchy,3.7,10,3.1,3.5,-,-,-,3.5
CEYRON,CEY,Ethereum,ERC20,Saint Vincent and the Grenadines,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,5,N/A,N/A,10,N/A,N/A,2.3,7.0,3.4,N/A
Synthetics Ai,SYNT,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.4,7.0,-,2.4
Origo Network,ORIGO,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
VICECOIN,VCE,Ethereum,ERC20,Hong Kong,N/A,N/A,5000000 USD,-,LOW,LOW,-,-,6,Benchy,N/A,1,N/A,N/A,2.6,4.9,-,2.6
VIDDO,VIDDO,Ethereum,ERC20,Malta,N/A,N/A,N/A,VERY LOW,-,-,VERY LOW,-,1,N/A,N/A,10,N/A,N/A,3.8,5.3,-,N/A
Trippki,TRIP,N/A,N/A,N/A,27500 ETH,3600 ETH,Unknown,MEDIUM,-,-,-,LOW,N/A,Benchy,3.9,N/A,3.9,2.9,3.1,8.1,3.4,3.1
Eventum,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,8.1,-,N/A
Crypt-ON,,Ethereum,ERC-20,Cyprus,16000000 USD,4000000 USD,3750450 USD,-,MEDIUM,MEDIUM,-,-,8,Benchy,3.8,10,4.0,4.0,3.9,9.1,-,3.9
Blocklancer,LNC,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Trippki,TRIP,N/A,N/A,N/A,27500 ETH,3600 ETH,Unknown,MEDIUM,-,-,-,LOW,N/A,Benchy,3.9,N/A,3.9,2.9,3.1,8.1,3.4,3.1
CEDEX,CED,Ethereum,ERC20,Russian Federation,55556 ETH,N/A,14000000 USD,VERY HIGH,-,-,-,-,8,Benchy,3.8,10,3.2,3.8,-,-,-,3.6
FluzFluz,FLUZ,N/A,N/A,N/A,20000000 USD,N/A,20000000 USD,MEDIUM,-,-,-,-,N/A,Benchy,4.0,N/A,3.8,3.9,-,-,-,3.7
BlockFood,,Ethereum,ERC20,France,54000 ETH,1000 ETH,Unknown,LOW,LOW,LOW,LOW,-,5,Benchy,N/A,1,N/A,N/A,2.4,4.7,3.3,2.4
Dorado,DOR,Ethereum,ERC20,Switzerland,76500 ETH,3000000 USD,21000000 USD,-,LOW,LOW,-,LOW,7,Benchy,3.9,8.5,3.4,3.7,-,-,-,3.5
ECX,ECX,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.0,5.3,-,N/A
Bityond ICO,BYT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,8.6,-,N/A
Crypt-ON,,Ethereum,ERC-20,Cyprus,16000000 USD,4000000 USD,3750450 USD,-,MEDIUM,MEDIUM,-,-,8,Benchy,3.8,10,4.0,4.0,3.9,9.1,-,3.9
Trends,TRND,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,LOW,LOW,LOW,LOW,-,7,N/A,N/A,10,N/A,N/A,3.8,8.3,-,N/A
OZEX,OZEX,Ethereum,ERC20,Australia,"17,000,000,000",N/A,4681990 USD,LOW,HIGH,HIGH,LOW,-,8,Benchy,N/A,8,N/A,N/A,3.0,7.9,-,3.0
INZIDERX,INX,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Holiday Coin,HLDY,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.0,6.7,-,N/A
CarBlock,CAR,Ethereum,ERC20,Singapore,N/A,N/A,N/A,-,-,-,-,LOW,5,N/A,N/A,5,N/A,N/A,-,-,-,N/A
Atonomi,ATMI,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,MEDIUM,N/A,Benchy,2.8,N/A,2.3,2.8,-,-,-,2.1
ROOMDAO,RDC,Ethereum,ERC20,Georgia,6000000 USD,1200000 USD,1175375 USD,VERY HIGH,HIGH,HIGH,-,-,8,Benchy,4.0,10,4.0,4.0,-,-,-,3.6
Utrum,OOT,N/A,N/A,N/A,5000000 USD,1000000 USD,1156048 USD,HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.2
Jimat Coin,JMT,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ADGONOS,ADG,Ethereum,ERC20,N/A,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,LOW,-,6,Benchy,N/A,4,N/A,N/A,2.9,5.8,-,2.9
ViValid,VIV,Ethereum,ERC20,Estonia,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,-,1,N/A,N/A,10,N/A,N/A,3.8,6.2,-,N/A
ZNAQ,ZNAQ,Ethereum,ERC20,UK,"20,000,000","525,000",Unknown,LOW,VERY LOW,VERY LOW,LOW,VERY LOW,5,Benchy,N/A,7,N/A,N/A,3.9,7.1,-,3.9
iCasting.io,TLNT,N/A,N/A,N/A,"13,750,000 EUR","2,000,000 EUR",N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,4.3,N/A,3.6,3.8,3.9,8.8,-,3.9
Credible Network,PESA,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.8,8.4,-,N/A
QUANTLER,,Ethereum,ERC20,Netherlands,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,7,Benchy,5.0,10,4.0,4.0,3.6,8.3,-,3.6
InfraCoins,INF,Ethereum,ERC20,Malaysia,30000000 USD,3000000 USD,Unknown,-,MEDIUM,MEDIUM,-,VERY LOW,7,Benchy,2.8,10,2.9,3.0,3.3,8.6,-,3.3
CPROP,CPROP,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.8,3.5,N/A
GPCC,GPCCT,Ethereum,ERC20,Russia,14000000 USD,N/A,Unknown,VERY HIGH,LOW,LOW,-,VERY LOW,4,Benchy,4.2,7.7,3.8,4.1,3.9,5.8,4.4,3.9
Origami Network,ORI,N/A,N/A,N/A,5000 ETH,300 ETH,228197 USD,MEDIUM,LOW,LOW,-,-,N/A,Benchy,4.0,N/A,3.4,4.0,-,-,-,3.5
POTENTIAM,PTM,N/A,N/A,N/A,15000 ETH,100000 USD,N/A,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,10,Benchy,N/A,10,N/A,N/A,-,-,-,2.7
FLOGmall,MALLCOIN,Ethereum,ERC20,Russia,24000000 USD,8000000 USD,23212696 USD,HIGH,-,-,HIGH,VERY LOW,8,Benchy,3.7,10,3.5,3.8,-,-,-,3.7
Xmoneta,XMN,N/A,"Available for sale:1,000,000,000 XMN (25%)",Latvia,8000 ETH,500 ETH,200000 USD,VERY HIGH,-,-,VERY HIGH,-,10,Benchy,N/A,10,N/A,N/A,3.5,9.0,3.2,3.5
Rublix ICO,RBLX,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
ACA Network,ACA,N/A,N/A,N/A,"1,000,000,000","100,000,000",Unknown,LOW,MEDIUM,MEDIUM,LOW,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,3.7,8.6,-,3.7
All Of Art,ALLOFART,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.6,4.8,-,2.6
XTRD,XTRD,N/A,N/A,N/A,45000000 USD,N/A,26000000 USD,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,3.0,N/A,4.0,4.0,-,-,-,3.5
